job title,company name,location,skills,detail link
AI & Data Engineer,Talent 360,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020870676.html
Software Solutions Architect,3i-vision,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020870764.html
Software Architect & Technical Product Manager,3i-vision,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020870917.html
Senior Data Scientist,b_labs,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020870559.html
Data Science & AI Instructor,AMIT Learning,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020870907.html
AIOps Engineer,Dewan Architects and Engineers,"Egypt                                    , Cairo",2 to 4 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020871139.html
"Graduate In Training Program (GIT) - Database, Valeo Service",Valeo,Egypt,Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020870510.html
Supervisor (Business Analyst),Rashideen Egypt for Trade Company,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020870491.html
Senior QA Engineer,Talent 360 ME,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020869773.html
Senior Site Reliability Engineer,geidea,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020869906.html
Lead AI / ML Engineer,Girmairi,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020869905.html
Robotics Instructor,GateIn Technology,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020869810.html
Filter Developer,N/A,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020869278.html
Senior Technical Operations Engineer,Unifonic,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020868262.html
Senior Artificial Intelligence Engineer,swatX Solutions,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020868566.html
Technical Support Engineer 2,Partner One Capital,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020868202.html
Sr. Software Engineer,Talent 360,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020868340.html
Senior Artificial Intelligence Engineer,SWATX,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020868275.html
Senior MLOps Engineer - AWS,Valleysoft,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020868272.html
DEMI - Coding Instructor,iSchool,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020868323.html
Consulting Engineer Intern,Cisco,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020867895.html
Senior Data Engineer - AWS,Valleysoft,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020868206.html
Data Scientist (Senior & Tech Lead),Valleysoft,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020866751.html
Google Cloud Application Modernization Specialist,Müller`s Solutions,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020866609.html
Big Data Engineer,Müller`s Solutions,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020866727.html
Technical Support Engineer ||,Partner One Capital,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020866748.html
Data Scientist (Personalization),Yassir,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020867326.html
GCP DevOps Specialist,Müller`s Solutions,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020866629.html
Site Reliability Engineer (SRE),N/A,"Egypt                                    , Cairo",10 to 10 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020866246.html
Lead Data Engineer - AWS,Valleysoft,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020866576.html
Data Analyst,IDC,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020866333.html
Data Scientist (Pricing),Yassir,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020867349.html
Data Engineer | Remote,Crossing Hurdles,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020867020.html
Support Specialist,HR Egypt Network - HREN,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020867248.html
Lead Data Engineer - AWS,Valleysoft | Center of Excellence,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020867254.html
Senior Data Analyst,geidea,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020867298.html
DevOps Lead,Nawy Real Estate,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020865038.html
Google Cloud Data Engineer,Müller`s Solutions,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020864857.html
Senior AI Engineer,SWATX,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020864960.html
Data Scientist,NoGood,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020864906.html
Google Cloud Engineer,Müller`s Solutions,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020864930.html
Data Scientist,Aman,"Egypt                                    , Cairo",2 to 4 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020865960.html
Senior AI Engineer,swatX Solutions,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020865622.html
"AI & Tooling Engineer, LIGHT",Valeo,Egypt,Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020864965.html
Google Cloud Security Engineer,Müller`s Solutions,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020865040.html
Software Engineer - Python,Agency,"Egypt                                    , Cairo",3 to 7 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020865716.html
Senior Oracle Database Administrator,TalkRemit,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020865551.html
Senior Devops Engineer,Misr Technology Services,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020865560.html
DevOps Lead,Nawy,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020865524.html
Software Engineer II,Microsoft,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020864701.html
Software Developer,Renewable Energy Pros,"Egypt                                    , Cairo",2 to 5 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020866234.html
"Data Scientist - Cairo, Egypt",Siemens Energy,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020863187.html
Big Data Engineer - AWS,Rackspace Technology,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020863709.html
Senior DevOps Technical Lead,Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020863006.html
"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020863699.html
Senior ASIC Verification Engineer,Cisco,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020863134.html
Google Cloud Engineer,Müller's Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020863988.html
Odoo Implementer,NextEra MEA,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020862308.html
Senior AI Engineer (Remote from Egypt),Jobgether,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020862309.html
Senior Odoo Functional Consultant,Cloudmen,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020862256.html
DevOps Engineer,Vrtto,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020862160.html
Senior SRE DevOps Engineer (Remote from Egypt),Jobgether,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020862302.html
SCC V&V Engineer,ALSTOM,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020861281.html
Senior SCC V&V Engineer,ALSTOM,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020861658.html
Chemicals Engineering,Miro for Soap & Detergent,"Egypt                                    , Sharkia",5 to 25 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020862336.html
"Staff Machine Learning Engineer (India based, relocation provided)",Agoda,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020860746.html
AI Engineering Lead,Link Development,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020860905.html
Senior RAID Developer,Prime Source,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020860850.html
"Senior/Staff Machine Learning Engineer - Bidding (Bangkok based, relocation provided)",Agoda,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020860748.html
Backend Developer,N/A,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020860233.html
Application Support Engineer,e-finance,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020860919.html
Product Manager - AI & Tools,Souq.com for E-Commerce LLC,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020859833.html
IT Specialist,Decima International,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020859145.html
AI Software Engineer,AIS,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020858943.html
Data Scientist,AIS,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020858777.html
"Software Application Engineer, LIGHT",Valeo,Egypt,Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020858971.html
Sr. Business Analyst - Automation & AI Enablement,NOK Human Capital,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020858887.html
Data Scientist,RATPDev Mobility Cairo,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020858355.html
Senior Data Scientist (VOIS),Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020856551.html
Senior DevOps Engineer,Nawy,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020857632.html
Cloud Support Engineer,Ericsson,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020856753.html
Senior ERPNext Functional Consultant,Sowaan,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020857452.html
Application Developer-DevOps,IBM WTC Egypt,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020856861.html
Senior Python (Game) Developer,SAQAYA,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020857598.html
Technical SEO - Remote,SEO Sherpa,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020857600.html
",???????????????????????? ????????????????",Vacancy in Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020857556.html
Senior Data Scientist - AI/ML (Generative AI),HireOn,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020857566.html
Senior Backend Developer (Python),WasteHero,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020857564.html
Lead Data Scientist - AI/ML (Generative AI),HireOn,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020857567.html
Remote LLM Agentic Trainer - Programmer,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020857606.html
Senior Application Support and Cloud Ops Engineer,Orange - Other locations,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020856790.html
Lead Data Scientist - AI/ML (Generative AI),HireOn,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020857565.html
Odoo Implementer,Rabtek Integrated Solutions | Odoo Partner,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020857543.html
Analytics Engineer,Orange - Other locations,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020856494.html
LLM Evaluator - Python,Agency,"Egypt                                    , Cairo",3 to 7 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020858062.html
Senior Marketing Analyst (AI & Web3),Jobgether,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020857637.html
Ethernet Bootloader Engineer,Luxoft,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020855082.html
CNCI Packet Core Sr. Solution Architect (VOIS),Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020854972.html
IT Quality Assurance Senior Analyst,Al Ahly Momkn​,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020855415.html
Testing Engineer,Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020854523.html
Odoo Expert,ntam,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020855694.html
Lead Data Scientist – GenAI,NorthBay Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020855703.html
Senior Data Scientist – GenAI,NorthBay Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020855707.html
Azure Data Engineer / Developer,oscar,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020855750.html
Programming Teacher - Academic year 2026 - 2027,Egypt Education Platform,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020855233.html
Business analyst,SSC HR Solutions,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020855275.html
"Graduate In Training Program (GIT), Full Stack Developer",Valeo,Egypt,Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020855036.html
Lead MLOps Architect – AWS,NorthBay Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020855692.html
AI Transformation Lead,WeDo - HR Services,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020855768.html
Odoo implementer Senior level,Rabtek Integrated Solutions | Odoo Partner,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020855674.html
Senior MLOps Engineer – AWS,NorthBay Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020855685.html
Senior AI Instructor (Onsite),Kemet Artificial Intelligence,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020855576.html
Financial Analyst (Machine Learning Project),Rashideen Egypt for Trade Company,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020855168.html
Tech Lead – Odoo Developer,Peerless Technology,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020855538.html
AI Engineer,N/A,"Egypt                                    , Cairo",3 to 5 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020856182.html
Applied Data  Scientist,Dish'd,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020855770.html
BIM Engineer (All Disciplines),Vital Konzept,"Egypt                                    , Cairo",3 to 5 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020856255.html
CNCI Packet Core Sr. Solution Architect -Performance (VOIS),Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020854626.html
Senior AI & Automation Engineer (VOIS),Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020854558.html
Senior QNX developer,Luxoft,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020855276.html
Full Stack Engineer (Remote),KAIZEN Asset Management Services,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020855788.html
AI Architect,700apps,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020853520.html
Innovation Manager,Duroob Ventures,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020853614.html
Quality Engineer-Automation,IBM WTC Egypt,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020853234.html
Data and Analytics Architect,Oracle - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020853346.html
System Engineer (L2 Support),Ultatel,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020853560.html
Senior GenAI Engineer (Relocation to UAE),UMATR,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020853446.html
AI Architect,Oracle - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020853280.html
Linux System Administrator Specialist,Arpu Telecommunication Services,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020853018.html
Senior FP&A,ENOVA Facilities Management,"Egypt                                    , Cairo",5 to 7 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020852732.html
Senior Software Engineer - Data,"Procore Technologies, Inc","Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020853250.html
Data Engineer - Data Integration Intern,IBM WTC Egypt,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020852823.html
Senior Full Stack Engineer,SAQAYA,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020853693.html
"Senior Principal Software Engineer (Relocation to Prague, Czech Republic)",Oracle,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020853708.html
Junior Data Engineer with Python and AWS,Luxoft,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020853145.html
QA & Testing Automation Specialist,Vodafone - Egypt,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020852952.html
Social Media Growth Infrastructure Engineer,Al Farouk For Educational Service,"Egypt                                    , Cairo",3 to 7 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020854078.html
Quality Engineer - Automation,IBM WTC Egypt,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020852643.html
Software Developer Specialist,Arpu Telecommunication Services,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020853152.html
Senior Machine Learning Engineer,Unifonic,"Egypt                                    , Cairo",Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020853007.html
Senior Odoo Developer With Minimum 4 years of experience,,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020853590.html
Senior AI Developer,FlairsTech,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020853531.html
"Deloitte Innovation Hub | Manufacturing Business Analyst, Cairo, Egypt",Deloitte,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020851841.html
"Senior AI Technical Lead, Valeo Service",Valeo,Egypt,Purchasing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020852054.html
Senior RAID Support Engineer,Advansys,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020851548.html
Senior DevOps Engineer,Consultants Valley,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020851188.html
Data Analytics Engineer,Hassan Allam Holding,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020851136.html
Automation Tester- Mid level,GET Group Holdings Ltd.,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020851322.html
Senior RAID Support Engineer,Advansys,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020851356.html
Data Scientist - Artificial Intelligence,IBM WTC Egypt,"Egypt                                    , Cairo",Information Technology,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020851876.html
Senior Full Stack Engineer,N/A,"Egypt                                    , Cairo",5 to 20 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020850736.html
Senior Specialist (Data Base),Raya Holding for Financial Investments,"Egypt                                    , Cairo",Finance,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020849918.html
Odoo Developer,Codentia Technologies,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020849541.html
Senior Software Test Engineer,Systems Limited - Egypt,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020849552.html
Odoo Developer,Systems Limited - Egypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020849556.html
Full Stack Developer,Regypt,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020849339.html
Business Intelligence Engineer,United for Aviation Technology Services,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020849496.html
Back End Developer,Fekra Technologies,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020849532.html
Software Engineer 1 (Backend),Noon,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020849544.html
Lead Backend Architect,99 Developers,"Egypt                                    , Cairo",8 to 15 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020849613.html
Full-Stack Software Engineer – Team Leader,Summit Technology Solutions,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020849320.html
Financial & Market Data Analyst - 56279872777,Somewhere,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020849503.html
Enterprise Network Engineer,ServerHub,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020849546.html
Specialist (Database),Raya Holding for Financial Investments,"Egypt                                    , Cairo",Marketing,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020849188.html
Senior BIM Engineer,Estithmar Holding,"Egypt                                    , Cairo",4 to 6 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020848540.html
Data Analyst Manager,Chain Reaction,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020847682.html
Tech Lead (AI + Full Stack/ .Net) - Hands-On Builder,Yalent,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020846909.html
Odoo Technical Support Specialist,Craft Crew,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020846805.html
Automation Engineer,COGNNA,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020848285.html
Senior Fullstack Engineer,Startup Sword,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020846850.html
N/A,N/A,"Egypt                                    , Cairo",3 to 5 years,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020846684.html
BSW - ECUM and BSWM Integrator,Luxoft,Egypt,N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020847492.html
DevOps Engineer,Al Ahly Momkn​,"Egypt                                    , Cairo",N/A,https://egypt.tanqeeb.com/jobs-in-egypt/all/jobs/020848407.html
Junior AI Automation Engineer,SOFINDEX,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020846418.html
Senior Backend Developer (Python/Django),WasteHero,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020846356.html
Atlassian Expert,Infosysta,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020846243.html
Lead AI Solutions Architect,Systems Limited - Egypt,"Egypt                                    , Al Jizah",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020846477.html
Remote Biomedical Informatics SME - 58854,Turing,"Egypt                                    , Cairo",Contract,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020846495.html
"Data Analyst (SQL, Power BI & Python)",Astek Middle East,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020846426.html
Seeking a Senior Infrastructure & Security Architect (PCI-DSS Expert)Secretary for Our Company,PayCore Egypt,"Egypt                                    , Al Bahr al Ahmar",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020846254.html
Odoo Developer,DDS,"Egypt                                    , Cairo",Full Time,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020845990.html
Django Backend Intern,Drop Me,"Egypt                                    , Cairo",Internship,https://egypt.tanqeeb.com/jobs-in-middle-east/all/jobs/020845753.html
